id,name,author,date_created,medium_owned,medium_read,status,date_read,rating,genre,list,review
688,A Desolation Called Peace,Arkady Martine,2021,PhysicalBook,PhysicalBook,read,2022-04-14 12:00:00,5,BookFiction;BookSciFi,,"An enjoyable sequel to an amazing first book, it is also full of delightful characters, cultures, norms, languages, biologies, aliens, first contacts, and so much more."
689,A Darker Shade of Magic,V.E. Schwab,2015,PhysicalBook,PhysicalBook,read,2024-06-04 00:00:00,2,BookFiction;BookSciFi,,"Seems to be a YA novel - but I didn't know that until I had already started reading much of it and because there was apparent torture mentioned. The world building is good, but then it just stops. The end of the novel is inconsistent - things just happen. Hand waving and apparently clever seeming plot devices move things forward. Good guys win. Bad guys lose. Boring."
690,Rosewater,Tade Thompson,2017,EBook,EBook,read,2023-03-07 00:00:00,4,BookFiction;BookSciFi,,"This is a scifi story set in Nigeria, which provided a nice change of setting than the usual American or British ones. The culture, characters, background, and implications were different - which made for an interesting read. The story itself involves aliens, telekinesis, fungi, secret government departments, and more. So it felt like a mashup of X-files, Neuromancer, and Snow Crash. What was not good was the editing. The chapters went back and forth between timelines too much, and the story felt rushed and not well developed in the second half."
691,Black Sun,Rebecca Roanhorse,2020,PhysicalBook,PhysicalBook,read,2022-07-14 00:00:00,2,BookFiction;BookSciFi,cork,"There was nothing here to hook me. The world-building was nice, but there was no hook to keep me interested. Everything felt meh, and rushed. While cliffhanger endings can be great, this book turned it into a frustrating experience of reading parts of a book instead of feeling like a complete novel."
692,The Paper Menagerie and Other Stories,Ken Liu,2016,,,to-read,,,BookFiction;BookSciFi,,
693,Radiance,Catherynne M. Valente,2016,,,to-read,,,BookFiction;BookSciFi,,
694,"The Long Way to a Small, Angry Planet",Becky Chambers,2015,PhysicalBook,PhysicalBook,read,2022-07-13 00:00:00,5,BookFiction;BookSciFi,cork;scifi;aliens,A space opera that feels like an incredible episodic season. Eager to read the other two books.
695,Binti,Nnedi Okorafor,2018,EBook,EBook,read,2022-09-12 09:00:00,3,BookFiction;BookSciFi,,"A nice fresh tale, though cut short by hasty endings."
696,The Space Between Worlds,Micaiah Johnson,2021,EBook,EBook,read,2023-06-20 00:00:00,4,BookFiction;BookSciFi,,"A multiverse story done with finese and restraint that makes for an excellent reading. The core premise is that there are multiverses, but the only people who can travel safely are those whose parallel selves have died in that universe. And the only people more likely to die are the poor and living dangerously. And thus begins a typical story about society but with the twist of multiverses thrown it. I enjoyed reading the book, and following along the different cultural perspectives (I think these were from Africa?) while also enjoying the drama and thriller style story."
697,"Black Leopard, Red Wolf",Marlon James,2020,PhysicalBook,PhysicalBook,read,2024-05-05 00:00:00,2,BookFiction;BookSciFi,,"Vicious, gory, disturbing tribal stories where people can morph into animals and completely uppend any notion of civilisation. I was okay with the violent aspects of the story, but the writing style and the overuse of descriptions did not make it easy to understand what was going on. The story itself wasn't interesting to me."
698,The Just City,Jo Walton,2015,,,to-read,,,BookFiction;BookSciFi,,
699,Planet of Exile,Ursula K. Le Guinn,1966,PhysicalBook,PhysicalBook,read,2021-09-03 18:00:00,3,BookFiction;BookSciFi,,
700,City of Illusions,Ursula K. Le Guinn,1967,PhysicalBook,PhysicalBook,read,2021-09-03 23:00:00,4,BookFiction;BookSciFi,,
701,Middlegame,Seanan McGuire,2019,,,to-read,,,BookFiction;BookSciFi,,
702,Waste Tide,Chen Qiufan,2013,PhysicalBook,PhysicalBook,read,2023-05-26 00:00:00,2,BookFiction;BookSciFi,,"The premise of this book is an eco-thriller set in China where all the electronic waste is dumped and consequentially there is class segregation of 'waste people' whose lives depend on it. The book does contain some ideas - nothing original as such - and the setting and cultural influence does give it a different flavour. But I found the writing and the story to be a caricature - repetitive, stereotypical, and under-explored - and often heavy-handed when it came to stating things. Two instances where this was a problem - first where the plot is moved forward based on mundane motivations seen everywhere, and second where the details were just thrown in for random objects such as the brand of jacket or which album the song playing was on. It neither added to the character development nor to the environment. So the end result is a book with a promise that just does not materialise."
703,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,1999,,PhysicalBook,read,2021-11-12 00:00:00,4,BookFiction;BookSciFi,,
704,Wireless,Charles Stross,2009,PhysicalBook,PhysicalBook,read,2023-07-22 00:00:00,4,BookFiction;BookSciFi,,"Charles Stross is a man of many ideas that go deep into the way society evolves with technology, and how that affects the very core of social constructs in terms of broad societal behaviours. This collection of short stories provides an interesting palate of stories that range from hard sci-fi to milder avenues delving into Lovecraftian lore and tributes to Asimov. All done with an excellent take on things and a story that demands the reader to be smart to keep up."
705,Deus Irae,Philip K. Dick and Roger Zealany,1976,PhysicalBook,PhysicalBook,read,2021-12-18 00:00:00,3,BookFiction;BookSciFi,,
706,Humpty Dumpty in Oakland,Philip K. Dick,1986,PhysicalBook,PhysicalBook,read,2022-01-01 19:00:00,2,BookFiction;BookSciFi,cork,A non-sci-fi book from PKD that follows the same themes but loses the cohesion.
707,Our Friends from Frolix 8,Philip K. Dick,1970,PhysicalBook,PhysicalBook,read,2021-12-04 11:00:00,4,BookFiction;BookSciFi,,
708,The Gene: An Intimate History,Siddhartha Mukherjee,2016,PhysicalBook,PhysicalBook,read,2023-02-28 11:00:00,5,BookNonFiction,educational;books-changed-life,"This is an exceptional book that not only informs, but also educates and shapes the mind and perspective across many discplines. There's the history of the gene, including its scientific place in understanding the world as well as humans. But there's also a very well written account of how it led to the cultural changes, most prominently the eugenics movement and the Nazi's weaponisation of the gene and genetics. It explains how the gene was discovered, how its role was identified, and how we've come to where we are today. Along the way it also explains the philosophical and ethical concers, the advantages of technological leaps, and the implications of every misinterpretation and mistake on a fragile culture. In this it never wavers on the science - I learned a lot about biology and genetics. It reminded me of the time when I was 14 and had checked out a genetics book from the school library and how fascinating I had found all of it. It blew my mind. This book gave me the same feeling throughout my reading."
709,Pygmy,Chuck Palahniuk,2009,PhysicalBook,PhysicalBook,read,2022-01-05 00:00:00,2,BookFiction,,Sharp wit but a difficult read and excessive Americanisation of sarcasm to extremes. Maybe that was the point.
710,When You Are Engulfed in Flames,David Sedaris,2008,PhysicalBook,PhysicalBook,read,2022-08-19 00:00:00,3,BookNonFiction,DCU;GiveAway,"More of David Sedaris telling quips about how shit his life is, how weird his upbringing was, and offering slices of his life along with his family and friends. A decent way to pass time. Read it, move along."
711,Naked,David Sedaris,1997,PhysicalBook,PhysicalBook,read,2022-05-25 00:00:00,3,BookNonFiction,,"Sedaris being quirky. If you like it, you like it."
712,Let's Explore Diabetes with Owls,David Sedaris,2013,PhysicalBook,PhysicalBook,read,2022-07-24 23:00:00,3,BookNonFiction,,The standard fare of Sedaris stories.
713,House of Suns,Alastair Reynolds,2008,PhysicalBook,PhysicalBook,read,2022-01-12 23:00:00,5,BookFiction;BookSciFi,scifi,"Awesome from page1. The breadth, scope, and story makes this one a classic. What a wonderful reading."
714,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,2012,PhysicalBook,,to-read,,,BookNonFiction,,
715,Shame,Salman Rushdie,1983,PhysicalBook,PhysicalBook,read,2022-12-24 00:00:00,5,BookFiction,language,"A beatifully constructed prose that describes an observation of a culture's obsession with shame - and all that follows. I enjoyed the book right from the start, with all its weird pacings which go from intricate detailed expositions of a single picture to paragraphs that move time in decades. Perhaps I liked this so much because I could visualise the characters and the descriptions and could relate to them. Perhaps this was why I was not much impressed with Quichotte despite it containing the same beautifully written narrations."
716,The Name of the Rose,Umberto Eco,1980,PhysicalBook,PhysicalBook,read,2023-08-08 00:00:00,5,BookFiction,,"Sherlock Holmes set in Medieval Italy with lots of excellent discussions and discourses on religion and philosophy. This was a really nice read, and I could see the emerging blossom that eventually became Foucault's Pendulum."
717,Faith in Fakes,Umberto Eco,1986,PhysicalBook,PhysicalBook,read,2023-07-29 00:00:00,4,BookNonFiction,,"An in-depth visitation on a variety of topics all related to 'semiotics', Eco takes a dense deep dive into what is the meaning of things that we see and experience in culture. Focused in most cases on the American imperialist impact (consequence of globalisation - everything veers towards Americanism), the essays unpack a dense narrative that risks the key points been lost amidst sentences. Good read, but lots to unpack."
718,Obelisk,Stephen Baxter,2016,PhysicalBook,PhysicalBook,read,2022-04-02 11:00:00,3,BookFiction;BookSciFi,DCU;GiveAway,"A good overview of Baxter's various writing styles in which he grapples with philosophical questions in one, to what is it to be human in future science. A lot of the stories are connected to other novels, often relying on some hidden knowledge that isn't apparent at first. Still, a good read."
719,The Hidden Girl and Other Stories,Ken Liu,2020,PhysicalBook,PhysicalBook,read,2021-12-16 00:00:00,4,BookFiction;BookSciFi,scifi;DCU;GiveAway,
720,Feersum Endjinn,Iain M. Banks,1994,PhysicalBook,PhysicalBook,read,2022-08-18 00:00:00,2,BookFiction;BookSciFi,DCU;GiveAway,"This is an interesting book, with an apparent novel sci-fi situation containing virtual second lives. Why this is novel is beyond my understanding, when Philip K. Dick had already published the much more intriguing and existential Ubik way back in 1969, a good 30 years prior to this work. In addition, the language was off-putting. Phonetic English (writing as sounds are spoken, not as words conventionally written) may be interesting in small measures, but to read a lot of it is annoying. The choice of why medieval cultures are chosen to reanimate the dead is just absurd, and the insistence on classes, clans, wars, factions - is interesting were it not the overusage of convoluted sentences - seemingly for the sake of it. Definitely not a book for my tastes."
721,Homeland,Cory Doctorow,2013,PhysicalBook,EBook,read,2022-08-01 09:00:00,4,BookFiction;BookSciFi,cork,"This was scary to read because it might as well be what's happening out there. Not so much the actual sinister stuff, but the systemic normalisation of authoritative surveillance and the vast potential for it to become a norm that we shrug and live with because we're too complacent to do something."
722,"The Unreal and the Real: Selected Stories, Volume One: Where on Earth",Ursula K. Le Guin,2012,PhysicalBook,PhysicalBook,read,2024-10-15 00:00:00,3,BookFiction;BookSciFi,DCU,"A good collection of short stories, works well for fans of Le Guin"
723,"The Unreal and the Real: Selected Stories, Volume Two: Outer Space, Inner Lands",Ursula K. Le Guin,2012,PhysicalBook,PhysicalBook,read,2024-10-22 00:00:00,3,BookFiction;BookSciFi,DCU,"A good collection of short stories, works well for fans of Le Guin"
724,Hocus Pocus,Kurt Vonnegut,1990,PhysicalBook,PhysicalBook,read,2021-12-26 12:00:00,4,BookFiction;BookSciFi,cork,A clever and witty book that shows Vonnegut's style and humour. Read for the experience.
725,Choke,Chuck Palahniuk,2001,PhysicalBook,PhysicalBook,read,2021-12-03 00:00:00,4,BookFiction,,
726,No Bones,Anna Burns,2001,PhysicalBook,PhysicalBook,read,2021-11-29 00:00:00,3,BookFiction,DCU;GiveAway,This was the stone from which the Milkman diamond was cut
727,Dying of the Light,Georg R. R. Martin,1977,PhysicalBook,PhysicalBook,read,2022-02-26 00:00:00,3,BookFiction;BookSciFi,,A typical older sci-fi take on the implications of progress while retaining inherent flaws of humankind.
